source,target
Marqués de Vadillo,Delicias
Orense 12,Quevedo
Calle Mayor,Caramuel
Casa Encendida,Santa Isabel
General Martínez Campos,116a - Plaza de España A
Plaza de la Cebada,Plaza de Santa Ana
Embajadores-Cáceres,Santa Isabel
Paseo de las Delicias,Embajadores 1
Puerta del Ángel Caído,Plaza de la Independencia
Estrecho,Cuatro Caminos 2
Embajadores-Cáceres,Santa Isabel
Paseo de la Florida,Jacinto Benavente
Conde de Casal,Retiro-Ibiza
Sainz de Baranda,Marqués de Corbera 52
Paseo de la Castellana con Raimundo Fernández,Rubén Darío
Doctor Fleming,Puerta de Madrid
Plaza de las Salesas,Plaza de la Cebada
Chamartín,Pío XII
Batalla del Salado,Jacinto Benavente
Fernando el Católico,San Bernardo
Santa Engracia 87,Alonso Martínez
Plaza de la Independencia,Plaza de San Ildefonso
Marqués de la Ensenada,Antonio López
Quevedo,Ventura Rodríguez
Puerta del Ángel,Segovia 26
Galileo,Marqués de Cubas
Guzmán el Bueno,Paseo de la Florida
Fernando el Católico,Cuatro Caminos 2
Puerta del Ángel,Segovia 26
Méndez Álvaro,Palos de la Frontera
San Germán 57,Castellana 164
Castellana,Avenida de América 1
Castellana 42,Santa Engracia 127
Concordia,Puerta del Doce de Octubre
Junta Municipal Retiro,General Pardiñas
Villanueva,Guzmán el Bueno
Orense 36,Colegio Arquitectos
Glorieta de los Cuatro Caminos,José Abascal
Santa Engracia 14,Canal
116b - Plaza de España B,Fernando el Católico
Segovia 45,116b - Plaza de España B
Quevedo,Glorieta de los Cuatro Caminos
Segovia 45,Santa María de la Cabeza
Alonso Martínez,Pedro Bosch
Serrano,Alcántara
Puente de Vallecas,Barceló
Antonio López,San Delfín
Antonio López,San Delfín
Plaza de Lavapiés,Delicias
Corazón de María,Avenida Bruselas
Méndez Álvaro,Plaza de Lavapiés
Quevedo,111a - Arcipreste de Hita A
Velázquez,Puerta de Mariano de Cavia
Doce de Octubre,Menéndez Pelayo
Ventura Rodríguez,Puerta de Madrid
Ventura Rodríguez,Puerta de Madrid
Francos Rodríguez,Santa Engracia 87
Galileo,Plaza de la Cebada
Velázquez-Diego de León,San Hermenegildo
Beata,Marqués de Cubas
Fernando el Católico,Plaza de los Carros
Glorieta de Cádiz,Paseo de la Esperanza
Junta Municipal Retiro,Plaza de la Cebada
Ortega y Gasset 87,Augusto Figueroa
Menéndez Pelayo,Retiro-Ibiza
Paseo Imperial,Jacinto Benavente
Paseo Imperial,Jacinto Benavente
Pirámides,Embajadores 2
Puerta del Ángel,Plaza de Juan Pujol
Estrecho,General Álvarez de Castro
Hortaleza,Santa Isabel
Puerta del Ángel,Santo Domingo
Palacio de Oriente,Plaza de la Cebada
Derechos Humanos,Plaza de San Francisco
Corazón de María,Mártires Concepcionistas
Paseo de Moret,Santa Cruz del Marcenado
Puente de Ventas,Diego de león
San Bernardo,Fernando el Católico
Glorieta de los Cuatro Caminos,Barceló
Plaza de Lavapiés,Marqués de Vadillo
Ibiza,Plaza de Pedro Zerolo
Raimundo Fernández,Alonso Martínez
Puente de Ventas,Carlota O’Neill
Plaza de San Francisco,Manuel Silvela
Colombia,Prosperidad
Puerta de Madrid,General Álvarez de Castro
Embajadores 191,Embajadores-Cáceres
Plaza de la Cebada,Entrada Matadero
Antonio Maura,Plaza de los Astros
Madrid Río-Yeserías,Plaza de los Carros
Prosperidad,Barceló
Palacio de Oriente,Segovia 45
Paseo de la Esperanza,Plaza de Lavapiés
Madrid Río-Yeserías,Plaza de los Carros
Camino Vinateros,Marroquina
Puerta del Ángel,Plaza de Nelson Mandela
Orense 36,José Abascal
Puerta de Toledo,Puente Praga
Augusto Figueroa,Plaza de Lavapiés
Plaza de la Cebada,Legazpi
Puerta de Madrid,Puente de Vallecas
General Martínez Campos,111b - Arcipreste de Hita B
Plaza de San Francisco,Sevilla
Colegio Arquitectos,Plaza de Lavapiés
Carretas,General Pardiñas
General Pardiñas,Avenida Donostiarra
Plaza de San Ildefonso,Plaza de los Carros
Fernando el Católico,Doce de Octubre
Segovia 45,Paseo de la Esperanza
General Álvarez de Castro,Mártires Concepcionistas
Plaza de Pedro Zerolo,Jaime el Conquistador
Malasaña,Orense 12
Velázquez,Prosperidad
Glorieta de los Cuatro Caminos,Santa Engracia 87
Colegio Arquitectos,Glorieta de los Cuatro Caminos
Paseo Imperial,Plaza de San Ildefonso
Marqués de Corbera 52,Concordia
Puerta de Madrid,Puerta del Pacífico
Puerta de Mariano de Cavia,Plaza de Felipe II
Santa María de la Cabeza,Augusto Figueroa
Galileo,Quevedo
Jaime el Conquistador,Embajadores 2
Avenida de los Toreros,Prosperidad
Espalter,Puerta del Pacífico
General Pardiñas,Menéndez Pelayo
Glorieta de Cádiz,Plaza de la Cebada
Fuencarral,Desengaño
Segovia 45,116a - Plaza de España A
Marqués de Vadillo,Jacometrezo
Quevedo,Santa Engracia 127
Embajadores 2,San Vicente Ferrer
Paseo Imperial,Embajadores-Cáceres
Méndez Álvaro,Glorieta de Cádiz
Entrada Matadero,Marqués de Vadillo
Manuel Silvela,111a - Arcipreste de Hita A
Paseo de las Delicias,Jacinto Benavente
Fernando el Católico,Columela
San Bernardo,Conde de Romanones
Parque Roma,Madrid Río-Yeserías
Ibiza,Concordia
Puerta de Madrid,Puerta de Mariano de Cavia
Plaza de Lavapiés,Hortaleza
Carlos Cambronero,Glorieta de los Cuatro Caminos
Alberto Alcocer,Pío XII
Santa Engracia 127,Plaza de San Ildefonso
Carlos Cambronero,Fernando el Católico
Glorieta de los Cuatro Caminos,General Álvarez de Castro
Plaza de Lavapiés,Jacinto Benavente
José María Pereda,Alcántara
116b - Plaza de España B,Francos Rodríguez
Colombia,Prosperidad
Paseo Imperial,Paseo de la Florida
Embajadores-Cáceres,Embajadores 2
Derechos Humanos,Zurbano
Colombia,Plaza de Castilla
Barceló,Plaza de San Francisco
Santa Engracia 87,Santa Engracia 127
Juan Bravo 50,Manuel Silvela
Prosperidad,Mártires Concepcionistas
Caramuel,Santa Isabel
Alonso Martínez,Colombia
Orense 36,José Abascal
Legazpi,Santa María de la Cabeza
Altamirano,Plaza de San Francisco
Santa Isabel,Santa María de la Cabeza
General Pardiñas,Quevedo
Plaza de San Francisco,Augusto Figueroa
Carlos Cambronero,Quevedo
Santa Engracia 87,Fernando el Católico
Puente de Vallecas,Junta Municipal Retiro
116b - Plaza de España B,Galileo
Jaime el Conquistador,Plaza de Nelson Mandela
Glorieta de los Cuatro Caminos,Colegio Arquitectos
Conde Duque,Plaza de Lavapiés
Fernando el Católico,116b - Plaza de España B
San Delfín,Paseo de las Delicias
Orense 12,Prosperidad
Glorieta de los Cuatro Caminos,Galileo
Cuatro Caminos 2,Parque Santander
Puerta de Toledo,Ronda de Atocha
Puerta de Toledo,Ronda de Atocha
Puerta de Madrid,Menéndez Pelayo
Pedro Bosch,Sainz de Baranda
Marqués de Vadillo,Caramuel
116a - Plaza de España A,Plaza de la Cebada
San Delfín,Paseo de las Delicias
Segovia 45,Plaza de Nelson Mandela
Galileo,Glorieta de los Cuatro Caminos
Plaza Ramales,Puerta de Toledo
Segovia 45,Plaza de Nelson Mandela
General Martínez Campos,Orense 12
Galileo,José Abascal
Doce de Octubre,Embajadores 1
Santa Isabel,Plaza de la Cebada
Plaza de San Ildefonso,Glorieta de los Cuatro Caminos
Plaza de las Salesas,Puerta de Madrid
Plaza de Lavapiés,Paseo Imperial
Puente Praga,Plaza de Lavapiés
Fernando el Católico,Plaza de los Carros
Jacinto Benavente,Paseo de la Esperanza
Plaza de la Cebada,Ermita Santo
Embajadores 1,Plaza de los Carros
Parque Santander,Plaza de Juan Pujol
Plaza de Lavapiés,Plaza de Nelson Mandela
Glorieta de los Cuatro Caminos,Plaza de San Ildefonso
San Bernardo,Quevedo
Entrada Matadero,San Delfín
José María Pereda,Diego de león
Madrid Río-Yeserías,Marqués de Vadillo
Rubén Darío,Segovia 45
Fuencarral,Orense 12
Marqués de Vadillo,Plaza de Lavapiés
Marqués de Corbera 12,Camino Vinateros
Guzmán el Bueno,San Quintín
Santa María de la Cabeza,Segovia 45
Embajadores 2,Marqués de Vadillo
Guzmán el Bueno,San Quintín
Plaza de Lavapiés,Puerta del Ángel Caído
Puerta de Toledo,Jacinto Benavente
San Delfín,Embajadores 191
Corazón de María,Avenida de América 1
Conde Duque,Plaza de la Cebada
Segovia 45,Paseo de la Esperanza
Huertas,Plaza del Cordón
Paseo de la Florida,Puerta del Ángel
Orense 12,Estrecho
Segovia 45,116a - Plaza de España A
Ribera de Curtidores,Paseo de la Esperanza
San Bernardo,Santa Engracia 87
Camino Vinateros,Plaza de los Astros
Entrada Matadero,Embajadores 1
Plaza de las Salesas,Fuencarral
Remonta,Plaza de la República Argentina
Puerta del Ángel Caído,Plaza de Lavapiés
Jaime el Conquistador,Jesús y María
Quevedo,Plaza de Lavapiés
Delicias,Plaza de la Cebada
Orense 12,Guzmán el Bueno
Paseo Imperial,Antonio López
Marqués de Vadillo,Madrid Río-Yeserías
Antonio López,Paseo Imperial
Caramuel,Plaza de Pedro Zerolo
Pedro Bosch,Santa Isabel
Glorieta de Cádiz,Jesús y María
Prosperidad,Barceló
Plaza de los Astros,Santa Isabel
Segovia 45,Plaza de los Carros
Puerta del Ángel Caído,Puerta del Doce de Octubre
Paseo de la Esperanza,Glorieta de Cádiz
Jaime el Conquistador,Segovia 45
Sevilla,Villanueva
General Pardiñas,Avenida Donostiarra
Plaza de San Francisco,Santa Engracia 127
Alcalá-Ventas,Alcántara
Plaza Ramales,Caramuel
Embajadores 2,San Delfín
Paseo de la Castellana con Raimundo Fernández,Barceló
Augusto Figueroa,Alcántara
Puerta de Madrid,Conde de Casal
Paseo de la Florida,116b - Plaza de España B
Fernando el Católico,Manuel Silvela
Puerta de Madrid,Conde de Casal
Plaza de Lavapiés,Puerta de Madrid
Glorieta de los Cuatro Caminos,Plaza de las Salesas
Paseo de la Florida,Antonio López
Metro Tetuán,Cuatro Caminos 2
Puerta del Ángel,116b - Plaza de España B
Marqués de Zafra,Huertas
Santa Engracia 87,Plaza de San Ildefonso
Santa Engracia 87,Plaza de San Ildefonso
Barceló,Prosperidad
Puerta del Ángel,San Vicente Ferrer
Paseo de la Esperanza,Paseo de la Florida
Alonso Martínez,Orense 12
Barceló,Prosperidad
Puerta del Ángel,116b - Plaza de España B
Paseo de la Esperanza,Embajadores 1
Paseo de las Delicias,Embajadores 2
Paseo de la Esperanza,Plaza de la Cebada
Doce de Octubre,Plaza de Lavapiés
Puerta del Ángel,Plaza de San Francisco
Plaza de San Francisco,Palacio de Oriente
Embajadores-Cáceres,Plaza de Lavapiés
Plaza de San Francisco,Palacio de Oriente
Puerta de Toledo,San Quintín
Parque Roma,Conde de Casal
Plaza de la Cebada,San Andrés
Plaza de Felipe II,Puerta de Mariano de Cavia
Santa Isabel,Castellana
Fernando el Católico,Barceló
Fernando el Católico,Plaza de Juan Pujol
Plaza de la Cebada,Puente Praga
Glorieta de Cádiz,Plaza de los Carros
Puerta del Ángel,Entrada Matadero
Paseo Imperial,Embajadores 1
Paseo Imperial,Embajadores 1
Segovia 45,Plaza de Lavapiés
Entrada Matadero,Marqués de Vadillo
Jacinto Benavente,Plaza de la Independencia
Entrada Matadero,Marqués de Vadillo
Paseo Imperial,Caramuel
Marqués de Cubas,General Pardiñas
Palacio de Oriente,Plaza de San Francisco
Bravo Murillo 44,Altamirano
Junta Municipal Retiro,Plaza de la Independencia
Puerta de Granada,Plaza de Felipe II
Embajadores 2,Plaza de los Carros
Velázquez 130,Augusto Figueroa
Quevedo,Desengaño
Quevedo,Desengaño
Camino Vinateros,Ibiza
Quevedo,Desengaño
Avenida Bruselas,General Pardiñas
Plaza de Lavapiés,Junta Municipal Retiro
San Delfín,Desengaño
Parque Santander,Glorieta de los Cuatro Caminos
Colombia,Orense 12
Sierra Toledana,Camino Vinateros
General Álvarez de Castro,Orense 12
Jesús y María,116b - Plaza de España B
Jaime el Conquistador,Ayala
General Pardiñas,San Hermenegildo
Glorieta de Cádiz,Embajadores 2
Puente Praga,Segovia 45
Guzmán el Bueno,Parque Santander
Puerta de Madrid,Alcalá
Paseo de la Esperanza,Puerta del Ángel
Paseo de la Esperanza,116a - Plaza de España A
Condesa de Venadito,Zurbano
Plaza de las Salesas,Narváez
Paseo de la Esperanza,Puerta del Ángel
General Pardiñas,Hortaleza
General Pardiñas,Hortaleza
Menéndez Pelayo,Plaza de la Independencia
Fuencarral,Glorieta de los Cuatro Caminos
Menéndez Pelayo,Plaza de la Independencia
Ribera de Curtidores,Segovia 45
Estrecho,José Abascal
General Álvarez de Castro,Santa Engracia 87
Galileo,General Álvarez de Castro
Plaza de Lavapiés,Puerta de Granada
Velázquez 130,Prosperidad
General Álvarez de Castro,Santa Engracia 87
Entrada Matadero,Embajadores 2
Entrada Matadero,Embajadores 2
Puerta de Toledo,Menéndez Pelayo
Jaime el Conquistador,Santa Isabel
Puerta de Madrid,General Pardiñas
Puerta de Madrid,General Pardiñas
Ronda de Atocha,Marqués de Vadillo
Moncloa,Plaza de San Miguel
Altamirano,Plaza de San Francisco
Beata,Embajadores 1
Beata,Embajadores 2
Santa Isabel,Marqués de Vadillo
Pirámides,Entrada Matadero
Santa María de la Cabeza,Marqués de Vadillo
General Álvarez de Castro,Segovia 45
Legazpi,Alonso Martínez
General Álvarez de Castro,Segovia 45
Camino Vinateros,Miguel Moya
Segovia 45,Casa Encendida
Embajadores 2,San Vicente Ferrer
Glorieta de los Cuatro Caminos,Manuel Silvela
Marqués de Vadillo,Embajadores 2
Prosperidad,1b - Puerta del Sol B
Prosperidad,1b - Puerta del Sol B
Velázquez,Puerta de Mariano de Cavia
Jacinto Benavente,Segovia 45
Segovia 45,Jesús y María
Puerta del Ángel Caído,Plaza de la Cebada
Plaza del Encuentro,Camino Vinateros
Conde de Casal,Junta Municipal Retiro
General Álvarez de Castro,Fernando el Católico
Paseo de las Delicias,Paseo de la Esperanza
Glorieta de los Cuatro Caminos,Remonta
Caramuel,Plaza de Pedro Zerolo
Glorieta de los Cuatro Caminos,Remonta
Narváez,Plaza de las Salesas
Conde Duque,Plaza de la Cebada
Santa María de la Cabeza,Embajadores 2
Concordia,Ortega y Gasset
Marqués de Vadillo,Santa María de la Cabeza
Parque Santander,Remonta
Plaza de las Salesas,Serrano
Marqués de Vadillo,Paseo de la Esperanza
Ermita Santo,Santa Isabel
Retiro-Ibiza,Colombia
Paseo de la Florida,Puerta de Toledo
Marqués de Vadillo,Paseo de la Esperanza
Avenida de América 2,Conde Peñalver
Cuatro Caminos 2,Fuencarral
Marqués de Vadillo,Paseo de la Florida
Puente Praga,Plaza de Lavapiés
Plaza de Lavapiés,Plaza de Santa Ana
Jacinto Benavente,Plaza de Lavapiés
Embajadores 191,Cibeles
Plaza de la Cebada,116a - Plaza de España A
Barceló,Fernando el Católico
Galileo,Malasaña
Palacio de Oriente,Ermita Santo
San Germán 57,Quevedo
Agustín de Betancourt,Plaza de Castilla
Beata,Paseo de la Esperanza
Plaza de Lavapiés,Puerta del Ángel Caído
Parque Roma,O'Donnell
Puerta del Doce de Octubre,Plaza de Lavapiés
Jacinto Benavente,Marqués de Vadillo
Príncipe de Vergara,Puerta del Ángel
Plaza de los Carros,Galileo
Marqués de Zafra,Cuatro Caminos 2
Reina Victoria,Quevedo
Plaza de la Cebada,Colegio Arquitectos
Ayala,Marqués de Corbera 52
José Abascal,Columela
Augusto Figueroa,Santa Isabel
Alonso Martínez,Santa María de la Cabeza
Santa Engracia 87,Altamirano
Doce de Octubre,Plaza de Santa Ana
Francos Rodríguez,Plaza de los Carros
Colombia,Avenida Bruselas
Alonso Martínez,Santa Engracia 14
Orense 12,Puerta de Granada
Fernando el Católico,Plaza de Juan Pujol
Conde de Romanones,Puerta del Ángel
Plaza de Pedro Zerolo,Avenida de los Toreros
Quevedo,Puerta del Ángel Caído
Retiro-Ibiza,Puerta del Pacífico
Quevedo,Plaza de San Miguel
Paseo de la Habana 63,Museo Reina Sofía
Beata,Embajadores 2
General Álvarez de Castro,Plaza de la Cebada
Marqués de Salamanca,Puerta de Madrid
Alonso Martínez,Plaza de San Ildefonso
Juan Martín,Junta Municipal Retiro
Ronda de Atocha,Plaza de la Cebada
Conde Duque,Mártires Concepcionistas
Orense 12,Remonta
Galileo,General Álvarez de Castro
Santa Engracia 87,Plaza de la Independencia
Metro Tetuán,San Bernardo
Plaza de Pedro Zerolo,Jaime el Conquistador
Plaza de la Cebada,Barceló
General Martínez Campos,Huertas
Plaza del Cordón,General Álvarez de Castro
General Martínez Campos,Marqués de Corbera 12
Francos Rodríguez,Remonta
Cuatro Caminos 2,San Hermenegildo
Plaza de San Juan de la Cruz,Plaza de San Ildefonso
Fernando el Católico,San Bernardo
Barceló,Desengaño
Santa Engracia 14,Santa Engracia 127
Desengaño,Estrecho
Juan Martín,Plaza de Santa Ana
Corazón de María,Quinta Fuente del Berro
Caramuel,Puerta del Ángel
Paseo de la Florida,Doctor Esquerdo-Hermosilla
Batalla del Salado,Entrada Matadero
Antonio Maura,Camino Vinateros
Caramuel,Plaza de San Miguel
Plaza de las Salesas,Plaza de Lavapiés
Orense 12,General Álvarez de Castro
Palos de la Frontera,Plaza de la Cebada
Embajadores 2,Plaza de la Independencia
Antonio López,Paseo Imperial
Puerta de Madrid,Puerta del Pacífico
Avenida de América 2,Plaza de Nelson Mandela
Legazpi,Glorieta de Cádiz
Santa Engracia 87,Quevedo
Fernando el Católico,Doctor Fleming
Segovia 45,Ermita Santo
Paseo Imperial,Marqués de Vadillo
Juan Bravo 50,Manuel Silvela
Palos de la Frontera,Plaza de San Francisco
Paseo Imperial,Marqués de Vadillo
Segovia 45,Plaza de San Miguel
Parque Berlín,Plaza de San Ildefonso
Prosperidad,Carlota O’Neill
Santa Isabel,Plaza de la Cebada
Castellana 42,Menéndez Pelayo
Orense 36,Quevedo
Orense 36,Quevedo
Paseo Imperial,Santa Isabel
Velázquez,Puerta de Mariano de Cavia
Marqués de Salamanca,Manuel Silvela
Francos Rodríguez,Fuencarral
Plaza de la Cebada,Puerta del Ángel
Plaza de la Cebada,Paseo de la Florida
Santa Engracia 14,Glorieta de los Cuatro Caminos
Puerta de Toledo,Fernando el Católico
Caramuel,Plaza de la Cebada
General Martínez Campos,Plaza de Juan Pujol
Legazpi,Embajadores-Cáceres
Marqués de Vadillo,Jacinto Benavente
111b - Arcipreste de Hita B,Plaza Conde Suchil
Entrada Matadero,Madrid Río-Yeserías
Puerta de Madrid,Puerta del Pacífico
Plaza de la Independencia,Puerta del Doce de Octubre
Velázquez-Diego de León,Plaza de Juan Pujol
Doctor Arce 45,Paseo de la Castellana con Raimundo Fernández
Chamartín,Pío XII
Marqués de Zafra,Palacio de Deportes
Legazpi,Ribera de Curtidores
Torre Cepsa,Orense 12
Plaza de las Salesas,General Álvarez de Castro
Estrecho,Fuencarral
Plaza de la Independencia,Retiro-Ibiza
Orense 36,Orense 12
Casa Encendida,Jaime el Conquistador
Puerta del Ángel,Plaza de la Cebada
Narváez,Manuel Silvela
José Gutiérrez Abascal,Camilo José Cela
Alcalá-Ventas,116b - Plaza de España B
Plaza de las Salesas,Villanueva
Plaza de la Cebada,Plaza de los Carros
Príncipe de Vergara,Plaza de las Salesas
Embajadores 191,Madrid Río-Yeserías
Plaza de Santa Ana,Plaza de San Ildefonso
Segovia 45,Puerta del Ángel
Quinta Fuente del Berro,Quintana
Santa María de la Cabeza,Embajadores 191
Doce de Octubre,Menéndez Pelayo
Puerta de Toledo,Plaza de la Cebada
Alonso Martínez,Cea Bermúdez
Serrano,Puerta de Granada
Guzmán el Bueno,Parque Santander
Plaza de la Cebada,Paseo Imperial
Santa Engracia 127,Manuel Silvela
Paseo de las Delicias,Plaza de Lavapiés
Fuencarral,Ortega y Gasset 87
Caramuel,Plaza de Lavapiés
General Pardiñas,Reina Victoria
Paseo de las Delicias,Plaza de Lavapiés
General Pardiñas,Puerta del Ángel Caído
Puente Praga,Plaza de San Juan de la Cruz
Quevedo,Diego de León 52
Entrada Matadero,Ermita Santo
Orense 12,Quevedo
Segovia 45,Jacinto Benavente
Segovia 45,Palacio de Oriente
Ortega y Gasset 87,Avenida Donostiarra
Santa María de la Cabeza,San Delfín
Junta Municipal Retiro,Jacinto Benavente
Guzmán el Bueno,Plaza de la Cebada
Jaime el Conquistador,Palos de la Frontera
Colombia,Plaza de Castilla
Puerta de Mariano de Cavia,Paseo de las Delicias
Puerta de Toledo,Ronda de Atocha
Marqués de Vadillo,Glorieta de Cádiz
Plaza de la Cebada,Segovia 45
Marqués de Vadillo,Entrada Matadero
Carlos Cambronero,Fernando el Católico
Avenida de los Toreros,Conde de Casal
Marqués de Zafra,Avenida de los Toreros
Concordia,Ortega y Gasset
Avenida Donostiarra,Juan Bravo 50
INEF,Facultad Derecho
Alcántara,Ibiza
Fernando el Católico,Desengaño
General Pardiñas,Fernando el Católico
Segovia 45,116a - Plaza de España A
Ribera de Curtidores,Barceló
San Delfín,Legazpi
Plaza de la Cebada,116a - Plaza de España A
Augusto Figueroa,Santa María de la Cabeza
Plaza de la Cebada,Embajadores-Cáceres
Marqués de Vadillo,Paseo de la Florida
Plaza del Cordón,Santa Isabel
116a - Plaza de España A,Segovia 45
Colegio Arquitectos,Fernando el Católico
Marqués de Vadillo,Glorieta de Cádiz
General Pardiñas,Menéndez Pelayo
Quevedo,111a - Arcipreste de Hita A
Narváez,Plaza de San Ildefonso
Carlota O’Neill,Velázquez-Diego de León
Plaza de las Salesas,General Álvarez de Castro
López Pozas,José María Pereda
Palos de la Frontera,Embajadores 191
Facultad Biología,Bravo Murillo 44
Jacinto Benavente,Marqués de Vadillo
General Pardiñas,Diego de león
Junta Municipal Retiro,Santa María de la Cabeza
Avenida de los Toreros,Prosperidad
Avenida de América 2,Avenida Bruselas
Ortega y Gasset 87,Augusto Figueroa
Plaza de la Cebada,Paseo Imperial
Plaza de las Salesas,General Álvarez de Castro
Paseo de la Esperanza,Paseo de la Florida
Diego de león,Puerta de Madrid
Entrada Matadero,Puerta del Ángel
Junta Municipal Retiro,Embajadores 2
Menéndez Pelayo,Metro Pirámides
Segovia 45,Ribera de Curtidores
Avenida Donostiarra,Ventas
Avenida Donostiarra,Ventas
María Francisca 1,Juan Bravo 50
Prosperidad,Manuel Silvela
Antonio López,Pirámides
Embajadores 1,San Vicente Ferrer
Conde Duque,Plaza de la Cebada
San Hermenegildo,Quevedo
Entrada Matadero,Segovia 45
Entrada Matadero,Embajadores 2
Augusto Figueroa,Plaza de la Cebada
Plaza de Castilla,INEF
Ayala,Miguel Moya
Sierra Toledana,Camino Vinateros
Avenida Donostiarra,Juan Bravo 50
Beata,Embajadores-Cáceres
Glorieta de Cádiz,Embajadores 2
Plaza de la Independencia,Plaza de los Astros
Augusto Figueroa,Plaza de la Cebada
Plaza de Nelson Mandela,Paseo de la Florida
Jaime el Conquistador,Plaza de Nelson Mandela
Puente de Vallecas,Jacinto Benavente
Entrada Matadero,Marqués de Vadillo
Puerta de Toledo,Santa María de la Cabeza
Conde Duque,Fernando el Católico
Ibiza,Plaza de Pedro Zerolo
Ermita Santo,Embajadores 1
Santa Engracia 87,Altamirano
Legazpi,Embajadores-Cáceres
Cuatro Caminos 2,San Bernardo
Santa Engracia 87,Glorieta de los Cuatro Caminos
Paseo de Moret,Conde Duque
Jaime el Conquistador,Segovia 45
Orense 36,Cuatro Caminos 2
Glorieta de los Cuatro Caminos,Alonso Martínez
Plaza de San Francisco,Santa Engracia 127
Agustín de Betancourt,Fernando el Católico
Jaime el Conquistador,Paseo Imperial
Plaza de las Salesas,Fuencarral
Alonso Martínez,Guzmán el Bueno
Marqués de Corbera 52,Concordia
Puerta de Granada,Jacinto Benavente
Diego de León 52,General Álvarez de Castro
Fernando el Católico,Quevedo
Jacinto Benavente,Puerta de Toledo
Diego de León 52,General Álvarez de Castro
Plaza Ramales,San Francisco de Sales
Marroquina,Puerta del Pacífico
Embajadores 1,Plaza de San Francisco
General Pardiñas,Alonso Martínez
Fernando el Católico,Plaza de Juan Pujol
Orense 36,Cuatro Caminos 2
Marqués de Corbera 12,Camino Vinateros
San Bernardo,Manuel Silvela
Batalla del Salado,Jacinto Benavente
General Pardiñas,Alonso Martínez
Puerta del Ángel,Jacometrezo
Fuencarral,Jacinto Benavente
Santa Engracia 87,Fuencarral
Batalla del Salado,Bravo Murillo 44
Paseo de las Delicias,Paseo Imperial
Plaza de Lavapiés,Junta Municipal Retiro
Alberto Alcocer,María Francisca 1
Paseo Imperial,Marqués de Vadillo
Carlos Cambronero,Glorieta de los Cuatro Caminos
Diego de León 52,Plaza de Juan Pujol
Paseo de la Florida,San Hermenegildo
Glorieta de los Cuatro Caminos,Alonso Martínez
Embajada de Italia,Manuel Silvela
Marqués de Vadillo,Plaza de la Cebada
Colegio Arquitectos,Fernando el Católico
Puerta de Toledo,Puerta del Ángel
Santa Isabel,Palacio de Oriente
Jaime el Conquistador,Ayala
Marqués de Vadillo,Embajadores 1
San Vicente Ferrer,Parque Roma
Plaza de Lavapiés,Castellana
Caramuel,Jacinto Benavente
Embajadores 2,Plaza de San Francisco
Reina Victoria,Galileo
Plaza de la Cebada,Plaza de los Carros
Pirámides,Puerta de Toledo
Puerta de Madrid,Puerta del Pacífico
Galileo,Barceló
Puerta del Ángel,Jesús y María
Santa Isabel,Santa María de la Cabeza
Camino Vinateros,Puerta del Pacífico
Puente de Ventas,Carlota O’Neill
Calle Mayor,Ribera de Curtidores
Alonso Martínez,Fernando el Católico
Mártires Concepcionistas,Avenida de América 2
Marroquina,Puerta del Pacífico
INEF,Fernando el Católico
San Bernardo,Fernando el Católico
Delicias,Paseo Imperial
Castellana 164,Paseo de la Castellana con Raimundo Fernández
Camino Vinateros,Marroquina
Ermita Santo,Puerta de Toledo
Paseo de la Habana 42,Fernando el Católico
INEF,Fernando el Católico
Hortaleza,Plaza de Lavapiés
Huertas,Plaza de Lavapiés
Santa Engracia 14,Canal
Velázquez-Diego de León,San Hermenegildo
Diego de león,Conde Duque
Metro Pirámides,Entrada Matadero
Fernando el Católico,Ventura Rodríguez
Jaime el Conquistador,Santa Isabel
Junta Municipal Retiro,Retiro-Ibiza
Caramuel,Plaza de Juan Pujol
Fernando el Católico,Barceló
Puerta de Toledo,Plaza de la Cebada
Puente de Vallecas,Plaza de Pedro Zerolo
Santa Engracia 87,Reina Victoria
Fernando el Católico,Estrecho
Jacinto Benavente,Embajadores-Cáceres
Plaza de los Astros,Plaza de Felipe II
Metro Pirámides,Plaza de la Cebada
Reina Victoria,Jesús y María
Plaza de San Juan de la Cruz,Casa Encendida
Glorieta de los Cuatro Caminos,Conde Duque
General Álvarez de Castro,Plaza de Colón
Estrecho,Canal
Puerta de Madrid,Puerta de Granada
Francos Rodríguez,Colegio Arquitectos
Plaza de la Cebada,Plaza de Lavapiés
Embajadores 1,Jacinto Benavente
Moncloa,Plaza de San Miguel
Santa Isabel,Delicias
O'Donnell,Avenida Donostiarra
Marqués de Vadillo,Jaime el Conquistador
Legazpi,Embajadores-Cáceres
Villanueva,Guzmán el Bueno
Caramuel,Santa Isabel
Ermita Santo,Paseo de la Esperanza
Ortega y Gasset 87,Doce de Octubre
Segovia 45,Miguel Moya
Puente de Ventas,Ayala
Camino Vinateros,Gutierre de Cetina
Quevedo,Augusto Figueroa
General Martínez Campos,Fernando el Católico
Camilo José Cela,Quintana
Casa Encendida,Plaza de la Cebada
Santa Engracia 127,Alonso Martínez
Plaza de San Ildefonso,General Martínez Campos
Jacinto Benavente,Menéndez Pelayo
Santa María de la Cabeza,Paseo de la Esperanza
Santa Isabel,Santa María de la Cabeza
Paseo Imperial,Puerta del Ángel
Segovia 45,116a - Plaza de España A
Puerta de Granada,Altamirano
